Month,usg_apt,fg_apt,carrier,type,Scheduled
2,MCO,YWG,07Q,Passengers,1606
2,PBI,MHH,UP,Passengers,1605
2,PIT,PUJ,G4,Passengers,0
2,JFK,SAP,TA,Passengers,1594
2,MCO,CTG,NK,Passengers,1590
2,IAD,YUL,QK,Passengers,1589
2,SJU,EIS,9K,Passengers,1574
2,MIA,PEI,AA,Passengers,1565
2,EWR,CUN,VB,Passengers,1557
2,MDW,QRO,Y4,Passengers,1554
2,MCI,YYZ,ZX,Passengers,1548
2,SAT,GDL,Y4,Passengers,1538
2,MCO,GUA,NK,Passengers,1535
2,CLT,CZM,AA,Passengers,1519
2,EWR,YUL,YX,Passengers,1518
2,DTW,QRO,5D,Passengers,1508
2,MIA,SSA,JJ,Passengers,1508
2,BOS,YHZ,WS,Passengers,1500
2,CLT,POP,AA,Passengers,1465
2,ATL,SKB,DL,Passengers,1461
2,SJC,ZCL,Y4,Passengers,1458
2,FLL,GGT,3M,Passengers,1456
2,ORD,KRK,LO,Passengers,1454
2,HNL,PPT,HA,Passengers,1445
2,CLT,BZE,AA,Passengers,1441
2,TPA,KEF,FI,Passengers,1440
2,MSP,AUA,SY,Passengers,1430
2,IAD,BBU,X9,Passengers,0
2,DTW,BJX,5D,Passengers,1421
2,PHL,MBJ,F9,Passengers,1416
2,MIA,ARN,SK,Passengers,1398
2,MIA,YYZ,07Q,Passengers,1391
2,MCO,GUA,LR,Passengers,1389
2,MSP,AUA,DL,Passengers,1389
2,BOS,PUJ,AA,Passengers,1380
2,MSP,ZIH,SY,Passengers,1371
2,PIT,CUN,DL,Passengers,1363
2,FLL,CAP,NK,Passengers,1356
2,MCI,CUN,DL,Passengers,1347
2,ATL,RTB,DL,Passengers,1343
2,MCO,MDE,NK,Passengers,1333
2,BOS,PAP,B6,Passengers,1333
2,IAD,SVO,SU,Passengers,1330
2,PPG,FGI,2OQ,Passengers,1329
2,BOS,TER,S4,Passengers,0
2,BWI,LIR,WN,Passengers,1305
2,MIA,YOW,WG,Passengers,1303
2,CMH,CUN,DL,Passengers,1303
2,BWI,SJO,WN,Passengers,1301
2,BWI,NAS,WN,Passengers,1292
2,ORD,HUX,Y4,Passengers,1291
2,ORD,LIR,UA,Passengers,1289
2,MKE,CUN,DL,Passengers,1286
2,DAB,YYZ,WG,Passengers,1284
2,EWR,SAL,UA,Passengers,1284
2,MCO,YVR,WS,Passengers,1283
2,IAH,PTY,CA,Passengers,1281
2,LAX,RAR,NZ,Passengers,1276
2,PIE,YYZ,WG,Passengers,1274
2,DTW,CUN,VB,Passengers,0
2,BDL,CUN,DL,Passengers,1262
2,BOS,CUN,AA,Passengers,1259
2,MCO,YQR,WS,Passengers,1258
2,EWR,GCM,UA,Passengers,1256
2,EWR,BON,UA,Passengers,1255
2,JFK,SXM,AA,Passengers,1254
2,ORD,CZM,UA,Passengers,1243
2,ORD,PLS,UA,Passengers,1225
2,CLE,CUN,UA,Passengers,1224
2,DEN,LIR,UA,Passengers,1218
2,IAH,BON,UA,Passengers,1215
2,MCO,SAL,NK,Passengers,1213
2,SAN,PVR,WN,Passengers,1210
2,EWR,YOW,C5,Passengers,1208
2,MSP,GCM,DL,Passengers,1201
2,DEN,CZM,UA,Passengers,1199
2,MSP,BZE,SY,Passengers,1197
2,ORD,ZIH,UA,Passengers,1188
2,PIE,YWG,07Q,Passengers,1187
2,PIT,YUL,QK,Passengers,1186
2,BOS,PUJ,DL,Passengers,1183
2,BWI,CUN,DL,Passengers,1175
2,GUM,YAP,UA,Passengers,1174
2,ORD,YUL,G7,Passengers,1174
2,BWI,YUL,QK,Passengers,1171
2,IAH,HAV,UA,Passengers,1171
2,DTW,NAS,DL,Passengers,1169
2,IAD,SJO,UA,Passengers,1161
2,CLT,SJD,AA,Passengers,1160
2,ORD,CZM,AA,Passengers,1155
2,MSP,ZIH,DL,Passengers,1154
2,LAX,ADD,ET,Passengers,1154
2,BOS,LIR,B6,Passengers,1153
2,IND,CUN,DL,Passengers,1153
2,BOS,POP,B6,Passengers,1153
2,MCO,YEG,07Q,Passengers,1146
2,ORD,ZIH,Y4,Passengers,1146
2,MIA,YWG,07Q,Passengers,1136
2,LAS,YWG,07Q,Passengers,1136
2,RDU,CUN,DL,Passengers,1136
2,MCO,YWG,WG,Passengers,1134
2,FLL,YYC,WS,Passengers,1127
2,FLL,SXM,NK,Passengers,1124
2,PIE,YHZ,WG,Passengers,1123
2,BOS,AUA,DL,Passengers,1122
2,RSW,YOW,WS,Passengers,1118
2,DTW,GCM,DL,Passengers,1116
2,SJU,SKB,SEB,Passengers,1114
2,BOS,UVF,B6,Passengers,1111
2,BOS,PLS,DL,Passengers,1107
2,IAD,AUA,UA,Passengers,1106
2,LAX,BZE,DL,Passengers,1099
2,EWR,BZE,UA,Passengers,1098
2,BOS,SXM,B6,Passengers,1097
2,BNA,CUN,WN,Passengers,1095
2,MCO,SAP,NK,Passengers,1089
2,BOS,PLS,AA,Passengers,1081
2,BNA,CUN,DL,Passengers,1080
2,MSP,HUX,SY,Passengers,1075
2,ORD,NAS,AA,Passengers,1074
2,BOS,GCM,B6,Passengers,1072
2,MCO,YXE,WS,Passengers,1071
2,TPA,ZRH,8R,Passengers,1063
2,CVG,CUN,DL,Passengers,1062
2,SJU,YYZ,TS,Passengers,1062
2,ORD,YUL,AX,Passengers,1061
2,ATL,ANU,DL,Passengers,1061
2,TPA,NAS,3M,Passengers,1056
2,IAD,PLS,UA,Passengers,1048
2,MIA,RTB,AA,Passengers,1044
2,IND,CUN,WN,Passengers,1037
2,MCO,YXU,WS,Passengers,1030
2,LAX,LIR,DL,Passengers,1027
2,IAH,PUJ,UA,Passengers,1021
2,SJU,YUL,TS,Passengers,1021
2,ORD,AUA,AA,Passengers,1019
2,ATL,GND,DL,Passengers,1013
2,LAX,DGO,Y4,Passengers,1012
2,AZA,YWG,07Q,Passengers,1010
2,CLT,GDL,Y4,Passengers,1008
2,STL,SJD,Y4,Passengers,1002
2,MIA,MAO,JJ,Passengers,1001
2,ORD,SJD,VB,Passengers,0
2,HOU,MBJ,WN,Passengers,999
2,SMF,SJD,WN,Passengers,998
2,MSP,NAS,DL,Passengers,998
2,PHX,ZIH,AA,Passengers,994
2,JFK,SKB,AA,Passengers,991
2,LAX,BZE,AA,Passengers,991
2,IAD,GCM,UA,Passengers,986
2,ORD,UVF,UA,Passengers,985
2,CLT,SKB,AA,Passengers,979
2,MKE,GDL,Y4,Passengers,974
2,EWR,UVF,UA,Passengers,970
2,FLL,TCB,3M,Passengers,966
2,CVG,PUJ,F9,Passengers,965
2,CLT,UVF,AA,Passengers,965
2,IAD,MBJ,UA,Passengers,951
2,ATL,STI,DL,Passengers,947
2,DFW,RTB,AA,Passengers,943
2,CLT,ANU,AA,Passengers,937
2,BOS,RAI,VR,Passengers,936
2,MIA,SVD,AA,Passengers,933
2,CMH,CUN,WN,Passengers,925
2,ORD,GCM,AA,Passengers,922
2,FLL,YHZ,AC,Passengers,920
2,IAH,MBJ,UA,Passengers,917
2,ORD,GCM,KX,Passengers,903
2,BOS,MBJ,DL,Passengers,901
2,IAD,CUN,DL,Passengers,899
2,IAH,MZT,YV,Passengers,898
2,SFO,BCN,UA,Passengers,896
2,ATL,MGA,DL,Passengers,892
2,MCO,YHZ,TS,Passengers,887
2,MCO,YYT,WS,Passengers,881
2,CLT,CUR,AA,Passengers,878
2,SMF,PVR,AS,Passengers,0
2,STL,HUX,Y4,Passengers,867
2,SMF,SJD,AS,Passengers,0
2,EWR,BGI,B6,Passengers,857
2,MCO,YQM,WG,Passengers,846
2,PHL,UVF,AA,Passengers,843
2,RDU,MBJ,F9,Passengers,841
2,SJU,DOM,SEB,Passengers,839
2,CLT,GGT,YX,Passengers,838
2,ORD,PLS,AA,Passengers,836
2,EWR,YOW,YX,Passengers,834
2,LAS,YVR,AC,Passengers,833
2,PHX,MZT,AA,Passengers,830
2,ATL,GGT,DL,Passengers,821
2,BOS,MBJ,AA,Passengers,817
2,MCO,YHZ,WG,Passengers,815
2,EWR,SAP,UA,Passengers,811
2,PBI,MHH,3M,Passengers,809
2,DCA,NAS,YX,Passengers,807
2,SJU,SXM,SEB,Passengers,807
2,IAH,SJD,YV,Passengers,806
2,PHL,SDQ,AA,Passengers,794
2,DFW,AUA,AA,Passengers,794
2,JFK,ANU,DL,Passengers,792
2,ORD,SXM,UA,Passengers,791
2,FLL,AUA,NK,Passengers,788
2,FOE,SJD,GL,Passengers,0
2,IAH,GCM,UA,Passengers,774
2,HNL,YYZ,AC,Passengers,767
2,FLL,YHZ,TS,Passengers,766
2,DEN,YYC,F9,Passengers,763
2,LAX,MAD,IB,Passengers,750
2,DEN,CUU,Y4,Passengers,743
2,CVG,CUN,VB,Passengers,743
2,MSP,ZLO,SY,Passengers,733
2,MIA,ZSA,UP,Passengers,729
2,JFK,SVD,BW,Passengers,727
2,ATL,FPO,9E,Passengers,726
2,BOS,HAV,B6,Passengers,717
2,MCI,PUJ,GL,Passengers,0
2,MSP,SKB,SY,Passengers,714
2,IAH,AUA,UA,Passengers,714
2,TPA,CUN,DL,Passengers,708
2,LAX,UPN,Y4,Passengers,689
2,MIA,SMR,VH,Passengers,685
2,PHL,BDA,AA,Passengers,684
2,OMA,YYZ,ZX,Passengers,672
2,JFK,TAB,BW,Passengers,671
2,JFK,SKB,DL,Passengers,643
2,MCO,ZRH,8R,Passengers,642
2,MIA,AUA,PY,Passengers,642
2,SJU,SXM,3SD,Passengers,625
2,SJC,SJD,WN,Passengers,625
2,EWR,RZE,LO,Passengers,605
2,LAS,SJD,F9,Passengers,603
2,PHX,CUL,Y4,Passengers,603
2,SJU,AXA,SEB,Passengers,600
2,MIA,YEG,07Q,Passengers,598
2,DCA,NAS,B6,Passengers,597
2,LGA,NAS,AA,Passengers,595
2,IAD,NAS,YV,Passengers,583
2,JFK,SJD,DL,Passengers,574
2,FLL,GHB,3M,Passengers,572
2,HNL,HGH,MU,Passengers,569
2,CLT,MHH,YX,Passengers,544
2,IAD,SJD,UA,Passengers,538
2,MCO,MHH,3M,Passengers,536
2,FLL,NSB,2LQ,Passengers,424
2,CLT,FPO,OH,Passengers,530
2,BUF,CUN,VB,Passengers,0
2,BUF,PUJ,GL,Passengers,0
2,DTW,CZM,DL,Passengers,514
2,MLB,YTZ,PD,Passengers,514
2,MIA,YYZ,AC,Passengers,511
2,DFW,ZIH,AA,Passengers,511
2,IAH,YYZ,KV,Passengers,509
2,MIA,FDF,YX,Passengers,509
2,EWR,YYZ,YX,Passengers,509
2,MIA,PTP,YX,Passengers,508
2,CLT,ELH,OH,Passengers,506
2,IAH,ZLO,YV,Passengers,504
2,LKE,YWH,KAH,Passengers,502
2,LCK,STN,02Q,Passengers,0
2,CVG,PUJ,GL,Passengers,0
2,JFK,PAP,DL,Passengers,471
2,HNL,NAN,FJ,Passengers,462
2,IAD,SXM,UA,Passengers,462
2,ORD,GUA,AA,Passengers,452
2,IAD,YOW,EV,Passengers,447
2,BOS,NAS,YX,Passengers,442
2,MCO,YQM,TS,Passengers,438
2,JFK,LCY,BA,Passengers,434
2,SLC,YYC,DL,Passengers,431
2,MPB,NSB,2LQ,Passengers,351
2,MSY,CUN,DL,Passengers,413
2,MSP,YYZ,DL,Passengers,408
2,PHX,ZLO,YV,Passengers,404
2,IAD,YUL,EV,Passengers,394
2,MSY,YYZ,AC,Passengers,391
2,TPA,YUL,TS,Passengers,385
2,ORD,BUD,LO,Passengers,376
2,ABQ,GDL,Y4,Passengers,369
2,BDL,YUL,QK,Passengers,368
2,EWR,PUJ,GL,Passengers,0
2,LAS,YEG,AC,Passengers,363
2,CMH,CUN,VB,Passengers,0
2,DFW,ZCL,MQ,Passengers,358
2,PIT,POP,G4,Passengers,0
2,LAX,XIY,HU,Passengers,349
2,LAX,MZT,CP,Passengers,343
2,IAH,MEX,AM,Passengers,338
2,BUF,YYZ,RV,Passengers,332
2,MCI,SJD,GL,Passengers,0
2,BOS,PUJ,GL,Passengers,0
2,SJU,STI,SEB,Passengers,325
2,FXE,CCZ,3BQ,Passengers,325
2,DTW,YYZ,DL,Passengers,220
2,SJU,ANU,SEB,Passengers,323
2,SAT,SJD,GL,Passengers,0
2,ORF,CUN,GL,Passengers,0
2,STT,AXA,AAT,Passengers,310
2,BDL,PUJ,GL,Passengers,0
2,STT,SKB,AAT,Passengers,303
2,JFK,SNN,BA,Passengers,301
2,IAH,PVR,YV,Passengers,292
2,DFW,DUB,AA,Passengers,291
2,IFP,YYC,SY,Passengers,0
2,SJU,PTP,3SD,Passengers,283
2,CLT,CDG,AF,Passengers,280
2,DFW,ZIH,YV,Passengers,279
2,IAH,NAS,UP,Passengers,278
2,SJU,GRU,DL,Passengers,274
2,MYR,YTZ,PD,Passengers,271
2,HNL,APW,FJ,Passengers,261
2,BNA,CUN,VB,Passengers,164
2,LKE,CXH,R0,Passengers,255
2,ORF,SKB,GL,Passengers,0
2,MKE,CUN,GL,Passengers,0
2,EWR,KIX,CX,Passengers,253
2,JFK,CCS,1BQ,Passengers,0
2,IFP,YWG,SY,Passengers,0
2,LAS,MTY,5D,Passengers,252
2,ORD,YYZ,G7,Passengers,251
2,IND,CUN,SY,Passengers,0
2,SFO,DUB,KL,Passengers,238
2,EWR,DUB,LH,Passengers,234
2,EWR,ATH,UA,Passengers,233
2,HNL,YEG,WS,Passengers,233
2,DFW,HND,AA,Passengers,230
2,FXE,TZN,3BQ,Passengers,228
2,MIA,RTB,YX,Passengers,227
2,GSP,AMS,DL,Passengers,225
2,IAD,EZE,UA,Passengers,218
2,MCO,ELH,3M,Passengers,214
2,PDX,CDG,DL,Passengers,206
2,PPG,SYD,HA,Passengers,201
2,EWR,YYZ,DL,Passengers,0
2,SJU,NEV,SEB,Passengers,192
2,MSP,ICN,DL,Passengers,192
2,HNL,CXI,FJ,Passengers,187
2,FXE,ASD,3BQ,Passengers,186
2,SFB,MHH,2TQ,Passengers,185
2,FLL,SJO,DL,Passengers,184
2,MIA,CYB,KX,Passengers,183
2,JFK,SNN,DL,Passengers,182
2,IAD,KEF,CX,Passengers,180
2,RDU,MUC,LH,Passengers,179
2,DEN,YYZ,RV,Passengers,178
2,SFO,PVR,AM,Passengers,172
2,SAN,YYZ,AC,Passengers,170
2,SAT,LIR,WN,Passengers,170
2,BOS,LIS,S4,Passengers,170
2,MIA,PUJ,GL,Passengers,0
2,MIA,PTY,GL,Passengers,0
2,EWR,SNN,UA,Passengers,166
2,MSY,PTY,GL,Passengers,0
2,SJU,BDA,B6,Passengers,164
2,MCO,MBJ,UA,Passengers,164
2,EWR,YHZ,UA,Passengers,162
2,ANC,HKG,CX,Passengers,161
2,SEA,NGO,DL,Passengers,161
2,PBI,LIR,UA,Passengers,159
2,ORD,YYZ,KV,Passengers,158
2,BGR,EDI,UA,Passengers,158
2,MIA,MBJ,DL,Passengers,157
2,IAH,QRO,5D,Passengers,156
2,LAX,YOW,AC,Passengers,156
2,TPA,MHH,3M,Passengers,155
2,CLT,CUN,VB,Passengers,102
2,IAH,SJD,DL,Passengers,149
2,BNA,YYZ,DL,Passengers,148
2,DEN,YWG,AC,Passengers,0
2,MCO,MEX,5D,Passengers,147
2,SFO,YYC,UA,Passengers,144
2,SJU,DOM,3SD,Passengers,141
2,GSP,MUC,LH,Passengers,140
2,SEA,TIJ,AM,Passengers,139
2,MIA,MEC,AA,Passengers,139
2,LAX,HMO,AM,Passengers,137
2,CAE,YYZ,DL,Passengers,136
2,FLL,POP,B6,Passengers,136
2,FLL,GHC,2LQ,Passengers,130
2,MIA,GRU,DL,Passengers,133
2,SFO,YVR,RV,Passengers,133
2,CMH,PUJ,GL,Passengers,0
2,BUF,GND,RV,Passengers,132
2,SJU,AXA,04Q,Passengers,108
2,ORD,YYZ,YX,Passengers,129
2,SJU,ANU,AA,Passengers,129
2,IAD,NAS,UA,Passengers,127
2,IFP,YEG,SY,Passengers,0
2,LAS,YYC,SY,Passengers,0
2,AUS,SJD,GL,Passengers,0
2,RDU,MEX,AA,Passengers,124
2,PHL,YQX,LH,Passengers,121
2,MIA,SKB,GL,Passengers,0
2,ATL,MBJ,WN,Passengers,121
2,FLL,GYE,B6,Passengers,121
2,CLE,YYZ,AA,Passengers,116
2,MCO,BZE,DL,Passengers,112
2,PIT,YYZ,GL,Passengers,0
2,DFW,YYZ,AC,Passengers,112
2,PHX,OKA,JL,Passengers,0
2,MCO,SXM,UA,Passengers,110
2,DFW,MEX,AM,Passengers,108
2,ATL,YYZ,AC,Passengers,0
2,FXE,SAQ,3BQ,Passengers,104
2,IAH,SKB,GL,Passengers,0
2,LKE,CXH,KAH,Passengers,99
2,PHL,YYZ,DL,Passengers,0
2,GUM,PNI,UA,Passengers,101
2,SJU,EIS,AAT,Passengers,100
2,SMF,YUL,AC,Passengers,99
2,SFB,TCB,2TQ,Passengers,97
2,ALB,YYZ,DL,Passengers,96
2,EWR,YHU,GL,Passengers,0
2,PHL,YUL,DL,Passengers,0
2,MIA,SDQ,UA,Passengers,94
2,MKE,YQR,GL,Passengers,0
2,MSP,YEG,AC,Passengers,0
2,MCO,MBJ,NK,Passengers,92
2,IAD,YOW,AC,Passengers,0
2,EDF,OSN,X9,Passengers,0
2,FLL,MHH,2LQ,Passengers,0
2,FLL,BS3,2LQ,Passengers,4
2,FRG,YYZ,AC,Passengers,0
2,SJU,NEV,04Q,Passengers,77
2,STX,SKB,AAT,Passengers,78
2,IAH,KEF,UA,Passengers,77
2,LGA,YUL,YX,Passengers,76
2,FLL,CXY,2LQ,Passengers,0
2,SEA,YQB,AC,Passengers,75
2,CMH,YYZ,MQ,Passengers,74
2,BGR,LHR,UA,Passengers,73
2,SAT,SLP,YV,Passengers,71
2,PBI,MEX,AM,Passengers,0
2,DSM,YYZ,KV,Passengers,62
2,SJU,EIS,04Q,Passengers,0
2,LAX,YVR,DL,Passengers,0
2,MIA,MHH,9E,Passengers,58
2,MIA,LIR,0QQ,Passengers,0
2,IAH,BJX,OO,Passengers,57
2,MIA,HAV,YX,Passengers,57
2,LGB,YWG,DL,Passengers,0
2,MIA,GYE,0QQ,Passengers,0
2,PHL,YUL,AC,Passengers,0
2,MIA,SCL,02Q,Passengers,0
2,CLT,YYZ,DL,Passengers,0
2,DLH,YUL,9E,Passengers,54
2,PHL,YOW,DL,Passengers,0
2,BNA,YUL,MQ,Passengers,53
2,BED,YYZ,DL,Passengers,0
2,RST,YYC,OO,Passengers,53
2,PHL,YEG,AC,Passengers,0
2,FLL,NAS,2LQ,Passengers,0
2,RDU,YYC,AC,Passengers,0
2,PIT,YYC,AC,Passengers,0
2,BNA,YUL,AC,Passengers,0
2,JFK,YWG,DL,Passengers,0
2,MIA,FPO,2LQ,Passengers,0
2,MCO,YYZ,DL,Passengers,0
2,PPG,TBU,2OQ,Passengers,51
2,HPN,YWG,DL,Passengers,0
2,SHV,YUL,MQ,Passengers,50
2,FLL,YUL,AC,Passengers,0
2,PIT,YEG,AC,Passengers,0
2,LAX,YYZ,DL,Passengers,0
2,BNA,YYZ,AC,Passengers,0
2,EWR,YYZ,AC,Passengers,0
2,FLL,BIM,2LQ,Passengers,0
2,SJC,YVR,1EQ,Passengers,0
2,MDW,YVR,AC,Passengers,0
2,BNA,YEG,AC,Passengers,0
2,PWM,YHZ,EV,Passengers,48
2,CMH,YOW,AC,Passengers,0
2,EWR,YEG,AC,Passengers,0
2,FRG,YOW,AC,Passengers,0
2,DEN,YVR,AC,Passengers,0
2,MIA,GGT,9E,Passengers,47
2,IAD,YYZ,DL,Passengers,0
2,MDW,YYZ,DL,Passengers,0
2,LGA,YUL,C5,Passengers,46
2,EWR,YUL,AC,Passengers,0
2,SJC,YVR,AC,Passengers,0
2,DFW,MTY,OO,Passengers,46
2,CLE,YYZ,DL,Passengers,0
2,SJU,VIJ,AAT,Passengers,46
2,BUF,YOW,AC,Passengers,0
2,CPS,YYZ,AC,Passengers,0
2,SJC,YWG,1EQ,Passengers,0
2,PIT,YOW,AC,Passengers,0
2,JAX,GCM,KX,Passengers,0
2,PHX,YWG,AC,Passengers,0
2,BUF,YYZ,OH,Passengers,45
2,BUF,YWG,AC,Passengers,0
2,PHL,YOW,9E,Passengers,45
2,DTW,YYZ,AC,Passengers,0
2,TPA,YVR,AC,Passengers,0
2,DTW,YWG,AC,Passengers,0
2,EWR,YOW,AC,Passengers,0
2,PHL,YOW,QK,Passengers,42
2,MKE,YUL,OO,Passengers,42
2,BOS,YYZ,DL,Passengers,0
2,DTW,YOW,AC,Passengers,0
2,SAT,YYZ,DL,Passengers,0
2,MDW,YWG,AC,Passengers,0
2,CLE,YMX,NLQ,Passengers,0
2,DTW,YUL,OO,Passengers,36
2,MIA,MHH,MQ,Passengers,28
2,ROC,YUL,NLQ,Passengers,0
2,BOS,NAS,VJT,Passengers,0
2,FTY,KLU,GCQ,Passengers,0
2,LAS,YVR,14Q,Passengers,0
2,STT,SBH,04Q,Passengers,16
2,LRD,AGU,MQ,Passengers,19
2,TEB,PLS,VJT,Passengers,0
2,OPF,BCN,GEQ,Passengers,0
2,FLL,GGT,2LQ,Passengers,0
2,MIA,BS3,2LQ,Passengers,0
2,ZZZ,ANU,2LQ,Passengers,0
2,BCT,EIS,VJT,Passengers,0
2,PSP,YVR,14Q,Passengers,0
2,KTN,YPR,I4,Passengers,0
2,TEB,SXM,27Q,Passengers,0
2,TMB,CXY,2LQ,Passengers,0
2,MPB,NAS,2LQ,Passengers,0
2,IAD,MRS,SVW,Passengers,0
2,IAD,SID,SVW,Passengers,0
2,BFI,YVR,14Q,Passengers,0
2,LAX,MXL,27Q,Passengers,0
2,FLL,ASD,2LQ,Passengers,0
2,SJU,UVF,04Q,Passengers,0
2,CLD,SJD,27Q,Passengers,0
2,TEB,PLS,27Q,Passengers,0
2,GEG,YVR,14Q,Passengers,0
2,FLL,FPO,2LQ,Passengers,0
2,SAN,YVR,14Q,Passengers,0
2,MIA,NAS,27Q,Passengers,0
2,BGR,STN,1UQ,Passengers,0
2,LAX,PIK,VJT,Passengers,0
2,LAX,YVR,14Q,Passengers,0
2,PTK,LTN,26Q,Passengers,0
2,TEB,YUL,NLQ,Passengers,0
2,HNL,YVR,14Q,Passengers,0
2,BED,ERF,VJT,Passengers,0
2,PHL,PLS,NLQ,Passengers,0
2,PTK,TRN,26Q,Passengers,0
2,HPN,YQB,04Q,Passengers,0
2,TEB,CIW,VJT,Passengers,0
2,LAX,EZE,VJT,Passengers,0
2,HPN,YTZ,04Q,Passengers,0
2,TEB,SJO,27Q,Passengers,0
2,HPN,CIW,27Q,Passengers,0
2,TEB,GRU,VJT,Passengers,0
2,DTW,DUB,26Q,Passengers,0
2,OPF,YUL,NLQ,Passengers,0
2,LAX,MXL,VJT,Passengers,0
2,TEB,LBG,SVW,Passengers,0
2,SFO,LTN,VJT,Passengers,0
2,TEB,NAS,27Q,Passengers,0
2,QMA,LTN,VJT,Passengers,0
2,LAS,YCD,14Q,Passengers,0
2,VNY,SJD,VJT,Passengers,0
2,ANC,CTS,VJT,Passengers,0
2,SFO,SJD,27Q,Passengers,0
2,OPF,SSA,VJT,Passengers,0
2,JFK,YYZ,VJT,Passengers,0
2,MIA,BGI,15Q,Passengers,0
2,OAK,SJD,VJT,Passengers,0
2,LNA,BS3,2LQ,Passengers,0
2,JFK,PLS,VJT,Passengers,0
2,BED,AXA,15Q,Passengers,0
2,OPF,YUL,27Q,Passengers,0
2,OPF,TLC,15Q,Passengers,0
2,MDW,FAB,27Q,Passengers,0
2,SUN,YVR,14Q,Passengers,0
2,SJU,FDF,3SD,Passengers,6
2,SIG,EIS,1YQ,Passengers,0
2,PSP,YCD,14Q,Passengers,0
2,CLT,POP,LF,Passengers,0
2,SJC,SJO,27Q,Passengers,0
2,JFK,PLS,27Q,Passengers,0
2,PBI,MHH,2LQ,Passengers,0
2,LAX,LTN,VJT,Passengers,0
2,IAD,SNN,VJT,Passengers,0
2,MDW,YYZ,27Q,Passengers,0
2,TEB,LTN,0QQ,Passengers,0
2,EWR,SCL,VJT,Passengers,0
2,TEB,PSA,15Q,Passengers,0
2,OPF,BLL,36Q,Passengers,0
2,LGA,LIR,VJT,Passengers,0
2,LAX,GVA,GEQ,Passengers,0
2,OPF,NCE,VJT,Passengers,0
2,PIE,GHC,2LQ,Passengers,0
2,LAX,GMP,VJT,Passengers,0
2,SJU,ANU,04Q,Passengers,0
2,LAX,CTS,VJT,Passengers,0
2,EWR,LED,VJT,Passengers,0
2,MIA,LTN,VJT,Passengers,0
2,TEB,LTN,VJT,Passengers,0
2,LAS,LBG,VJT,Passengers,0
2,EWR,MAD,GEQ,Passengers,0
2,VNY,SYD,VJT,Passengers,0
2,MIA,MHH,2LQ,Passengers,0
2,PBI,YUL,VJT,Passengers,0
2,MDW,STN,27Q,Passengers,0
2,LAX,SNN,VJT,Passengers,0
2,BNA,LBG,VJT,Passengers,0
2,OAK,YLW,14Q,Passengers,0
2,TEB,LBG,VJT,Passengers,0
2,QMA,YUL,NLQ,Passengers,0
2,LAS,BHD,IFQ,Passengers,0
2,MIA,LBG,VJT,Passengers,0
2,FLL,BS1,2LQ,Passengers,0
2,MIA,HAV,27Q,Passengers,0
2,EWR,SVO,VJT,Passengers,0
2,TEB,YOW,27Q,Passengers,0
2,MIA,ELH,27Q,Passengers,0
2,ZZZ,BIM,2LQ,Passengers,0
2,LAX,ARN,VJT,Passengers,0
2,TEB,SVO,2RQ,Passengers,0
2,HPN,PUJ,27Q,Passengers,0
2,PSP,GVA,0J,Passengers,0
2,HPN,LTN,VJT,Passengers,0
2,ANC,NRT,VJT,Passengers,0
2,IAD,GOT,VJT,Passengers,0
2,JFK,YYZ,0Q,Passengers,0
2,MDW,SXM,27Q,Passengers,0
2,LNY,HKG,VJT,Passengers,0
2,IAD,SXF,2RQ,Passengers,0
2,MIA,CIW,VJT,Passengers,0
2,HNL,MFM,VJT,Passengers,0
2,TEB,BDA,27Q,Passengers,0
2,ZZZ,NAS,2LQ,Passengers,0
2,TEB,AXA,27Q,Passengers,0
2,LAX,CSL,27Q,Passengers,0
2,BFI,YCD,KAH,Passengers,0
2,OPF,BS3,2LQ,Passengers,0
2,HNL,TSA,VJT,Passengers,0
2,HNL,SYD,VJT,Passengers,0
2,TEB,AXA,VJT,Passengers,0
2,SJU,SLU,04Q,Passengers,0
2,TEB,SNN,CAZ,Passengers,0
2,ICT,LTN,VJT,Passengers,0
2,LAX,LBG,KFQ,Passengers,0
2,JFK,LBG,0Q,Passengers,0
2,EWR,YLW,27Q,Passengers,0
2,BTV,SXF,VJT,Passengers,0
2,LAX,TLN,KFQ,Passengers,0
2,SFO,YLW,14Q,Passengers,0
2,LAX,AUA,VJT,Passengers,0
2,BOS,MAD,LXQ,Passengers,0
2,IAH,YUL,NLQ,Passengers,0
2,BFI,DUB,VJT,Passengers,0
2,SAN,LTN,GEQ,Passengers,0
2,IAD,ATH,0J,Passengers,0
2,STT,TFS,10Q,Passengers,0
2,MIA,GIG,VJT,Passengers,0
2,PBI,SXM,VJT,Passengers,0
2,TEB,FAB,LXQ,Passengers,0
2,SJC,SZG,VJT,Passengers,0
2,TUS,CSL,27Q,Passengers,0
2,TEB,KEF,IFQ,Passengers,0
2,TEB,VKO,VJT,Passengers,0
2,PBI,YUL,27Q,Passengers,0
2,TEB,LBG,12Q,Passengers,0
2,BOS,GLA,GEQ,Passengers,0
2,LGA,SXM,27Q,Passengers,0
2,TTN,NAS,27Q,Passengers,0
2,MIA,ZRH,VJT,Passengers,0
2,BNA,SJD,VJT,Passengers,0
2,LAX,LBG,VJT,Passengers,0
2,LAX,STR,0BQ,Passengers,0
2,LUK,ZRH,27Q,Passengers,0
2,ICT,YVR,14Q,Passengers,0
2,MIA,FAB,LF,Passengers,0
